n;code;label;code_bin;
 0;   1;   0
 1; 555;  -1
 2; 256;   8
 3;  32;   5
 4;  16;   4
 5;  64;   6
 6; 512;   9
 7; 111;  -1
 8;   2;   1
 9;   8;   3
10;   4;   2
11; 222;  -1
12; 333;  -1
13; 128;   7
14; 444;  -1
